"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"P!nk","There You Go","No",FALSE,0.822,0.847,10,-6.729,"0",0.0916,0.0862,0,0.0452,0.667,107.906,"4",202.8,32,7,2000,TRUE,TRUE,TRUE,TRUE
"P!nk","You Make Me Sick - Radio Mix","No",FALSE,0.77,0.686,11,-6.596,"0",0.168,0.00223,2.03e-06,0.347,0.657,100.53,"4",247.533,19,33,2001,TRUE,TRUE,FALSE,FALSE
"""Weird Al"" Yankovic","Ricky","No",FALSE,0.521,0.814,4,-8.27,"1",0.108,0.066,0,0.0868,0.972,153.747,"4",157.067,8,63,1983,FALSE,TRUE,FALSE,FALSE
"SZA","Power is Power (feat. The Weeknd & Travis Scott)","No",FALSE,0.507,0.644,4,-7.485,"1",0.0641,0.00413,0,0.217,0.172,179.913,"4",211.267,2,90,2019,FALSE,TRUE,FALSE,FALSE
"Percy Sledge","When a Man Loves a Woman","No",FALSE,0.516,0.15,1,-20.41,"1",0.0272,0.13,0.0755,0.122,0.206,97.398,"3",173.867,13,1,1966,FALSE,TRUE,TRUE,FALSE
"Dylan Scott","Nobody","No",FALSE,0.573,0.747,0,-6.46,"1",0.0319,0.519,1.13e-06,0.0867,0.645,79.952,"4",160.707,17,50,2021,TRUE,TRUE,TRUE,FALSE
"Aerosmith","Home Tonight","No",FALSE,0.171,0.512,8,-8.896,"1",0.029,0.0593,0.000124,0.071,0.218,78.975,"4",196.667,4,71,1976,FALSE,FALSE,TRUE,TRUE
"Otis Redding","Respect","No",FALSE,0.708,0.732,2,-8.44,"1",0.0432,0.204,3.95e-05,0.0357,0.963,117.065,"4",131.427,11,35,1965,FALSE,FALSE,TRUE,TRUE
"Otis Redding","I've Been Loving You Too Long","No",FALSE,0.498,0.246,9,-13.41,"1",0.0342,0.727,0.000374,0.0781,0.152,151.255,"3",176.88,11,21,1965,FALSE,TRUE,TRUE,FALSE
"Otis Redding","Shake","No",FALSE,0.576,0.555,0,-9.634,"1",0.0774,0.323,0.000185,0.107,0.863,164.788,"4",161.667,6,47,1967,FALSE,TRUE,FALSE,FALSE
"Warrant","Down Boys","No",FALSE,0.611,0.854,8,-10.203,"1",0.0371,0.0177,1.9e-05,0.0905,0.526,113.738,"4",243.267,16,27,1989,FALSE,TRUE,TRUE,FALSE
"Warrant","Heaven","No",FALSE,0.467,0.504,6,-10.268,"1",0.0279,0.143,0,0.0994,0.302,145.698,"4",235.44,19,2,1989,FALSE,FALSE,TRUE,TRUE
"Warrant","Big Talk","No",FALSE,0.535,0.773,6,-8.646,"1",0.0485,0.0314,7.06e-05,0.461,0.644,130.442,"4",222.4,4,93,1989,FALSE,FALSE,FALSE,TRUE
"Warrant","Sometimes She Cries","No",FALSE,0.442,0.567,11,-10.04,"1",0.0271,0.00469,5.24e-05,0.336,0.707,146.539,"4",283.067,17,20,1990,TRUE,TRUE,FALSE,FALSE
"Warrant","Cherry Pie","No",FALSE,0.476,0.882,2,-9.146,"1",0.0945,0.0315,0,0.37,0.442,177.406,"4",199.947,19,10,1990,TRUE,FALSE,TRUE,TRUE
"Warrant","Uncle Tom's Cabin","No",FALSE,0.63,0.665,8,-9.012,"1",0.0829,0.204,9.45e-06,0.188,0.259,126.543,"4",240.56,6,78,1991,FALSE,TRUE,FALSE,FALSE
"Warrant","I Saw Red - Acoustic Version","No",FALSE,0.376,0.212,7,-13.037,"1",0.0356,0.68,0,0.136,0.336,81.311,"4",225.027,19,10,1990,TRUE,TRUE,FALSE,TRUE
"Warrant","We Will Rock You","No",FALSE,0.499,0.721,6,-9.185,"0",0.0741,0.00632,0.000661,0.221,0.782,93.917,"4",175.907,5,83,1992,TRUE,TRUE,FALSE,FALSE
"Toby Keith","Bullets in the Gun","No",FALSE,0.61,0.761,9,-6.022,"1",0.0627,0.339,1.88e-05,0.0839,0.433,120.017,"4",256.613,14,83,2010,TRUE,FALSE,FALSE,TRUE
"Toby Keith","Somewhere Else","No",FALSE,0.578,0.648,2,-5.106,"1",0.0522,0.463,9.25e-06,0.0633,0.813,178.011,"4",185.987,8,80,2011,FALSE,TRUE,FALSE,FALSE
"Toby Keith","Trailerhood","No",FALSE,0.663,0.83,7,-4.584,"1",0.039,0.246,1.41e-06,0.285,0.866,98.022,"4",173.693,4,97,2010,FALSE,FALSE,TRUE,TRUE
"Talking Heads","Psycho Killer","No",FALSE,0.711,0.409,2,-12.246,"1",0.0705,0.0991,0.00361,0.122,0.96,123.102,"4",262.16,5,92,1978,TRUE,FALSE,FALSE,FALSE
"Charles Brown","Please Come Home for Christmas","No",FALSE,0.548,0.381,4,-13.91,"1",0.0316,0.175,0.000848,0.078,0.571,189.794,"3",160.813,2,76,1961,TRUE,FALSE,FALSE,TRUE
"The 5th Dimension","Up-Up and Away","No",FALSE,0.386,0.429,7,-10.613,"0",0.0293,0.669,0,0.374,0.49,79.981,"4",156.6,12,7,1967,FALSE,TRUE,TRUE,FALSE
"The 5th Dimension","(Last Night) I Didn't Get To Sleep At All","No",FALSE,0.667,0.62,5,-9.196,"0",0.0271,0.469,0.000404,0.104,0.545,105.306,"4",191.053,16,8,1972,FALSE,TRUE,TRUE,FALSE
"Ray Smith","Rockin' Little Angel","No",FALSE,0.637,0.784,0,-5.085,"1",0.06,0.804,2.35e-06,0.138,0.96,79.09,"4",138.707,16,22,1960,TRUE,TRUE,FALSE,FALSE
"""Weird Al"" Yankovic","Smells Like Nirvana","No",FALSE,0.553,0.726,6,-9.347,"1",0.0746,0.134,0.000786,0.303,0.696,121.338,"4",222.347,11,35,1992,FALSE,TRUE,TRUE,FALSE
"Livingston Taylor","First Time Love","No",FALSE,0.595,0.0808,2,-19.12,"1",0.0329,0.8,0,0.0743,0.435,103.002,"4",189.827,10,38,1980,FALSE,FALSE,TRUE,FALSE
"Otis Redding","Fa-Fa-Fa-Fa-Fa (Sad Song) - Live in Europe","No",FALSE,0.541,0.526,10,-14.447,"1",0.0981,0.465,4.24e-06,0.961,0.707,110.609,"4",244.507,8,29,1966,FALSE,FALSE,FALSE,TRUE
"Otis Redding","Try a Little Tenderness - Live in Europe","No",FALSE,0.367,0.347,7,-17.727,"1",0.0698,0.332,0,0.918,0.3,116.585,"4",307.333,10,25,1966,TRUE,FALSE,FALSE,TRUE
"Ronnie Milsap","Don't You Know How Much I Love You","No",FALSE,0.705,0.6,7,-12.506,"1",0.0272,0.275,5.81e-05,0.728,0.736,112.842,"4",151.373,7,58,1983,FALSE,FALSE,TRUE,FALSE
"Ronnie Milsap","Any Day Now","No",FALSE,0.331,0.392,5,-12.598,"1",0.0356,0.493,0,0.809,0.302,203.809,"4",209.613,16,14,1982,FALSE,TRUE,TRUE,FALSE
"Ronnie Milsap","I Wouldn't Have Missed It For The World","No",FALSE,0.586,0.43,7,-12.579,"1",0.0293,0.487,0,0.542,0.504,111.838,"4",85.107,17,20,1981,TRUE,FALSE,FALSE,TRUE
"Ronnie Milsap","It Was Almost Like A Song","No",FALSE,0.304,0.28,0,-11.846,"1",0.0298,0.444,0,0.532,0.181,141.762,"4",148.08,22,16,1977,FALSE,TRUE,TRUE,TRUE
"Ronnie Milsap","What A Difference You've Made In My Life (reprise)","No",FALSE,0.232,0.848,4,-8.214,"1",0.0891,0.0823,0,0.976,0.508,98.207,"5",40.053,5,80,1977,TRUE,FALSE,FALSE,TRUE
"Ronnie Milsap","Stranger In My House","No",FALSE,0.47,0.499,0,-11.956,"1",0.0666,0.316,0,0.333,0.414,110.875,"4",494.64,16,23,1983,TRUE,TRUE,TRUE,FALSE
"Better Than Ezra","Desperately Wanting","No",FALSE,0.494,0.913,0,-5.289,"1",0.0378,0.000165,0.00898,0.247,0.478,99.92,"4",277.493,20,48,1996,TRUE,TRUE,FALSE,TRUE
"Dolly Parton","9 to 5","No",FALSE,0.574,0.62,6,-8.455,"1",0.0502,0.36,2.72e-05,0.47,0.829,103.157,"4",164.867,26,1,1980,TRUE,TRUE,FALSE,TRUE
"Dolly Parton","Here You Come Again","No",FALSE,0.482,0.57,1,-8.639,"1",0.0342,0.517,0.000121,0.0248,0.613,104.585,"4",175.133,19,3,1977,TRUE,FALSE,FALSE,TRUE
"Dolly Parton","Heartbreaker","No",FALSE,0.559,0.407,4,-10.512,"1",0.0354,0.595,0,0.0824,0.281,135.753,"4",208.027,10,37,1978,FALSE,FALSE,TRUE,TRUE
"Dolly Parton","Starting over Again","No",FALSE,0.512,0.177,10,-13.168,"1",0.0292,0.766,0.000503,0.106,0.297,68.469,"4",236.933,10,36,1980,TRUE,TRUE,FALSE,FALSE
"Dolly Parton","Two Doors Down","No",FALSE,0.674,0.636,6,-11.101,"0",0.0675,0.388,0.00567,0.063,0.78,97.34,"4",180.24,12,19,1978,TRUE,TRUE,FALSE,FALSE
"Dolly Parton","Baby I'm Burnin'","No",FALSE,0.723,0.861,11,-10.191,"1",0.0745,0.137,0.0259,0.12,0.939,134.497,"4",153.333,14,25,1978,TRUE,FALSE,FALSE,TRUE
"Dolly Parton","Save the Last Dance for Me","No",FALSE,0.618,0.595,11,-11.102,"1",0.0413,0.0218,0.00078,0.0778,0.327,139.038,"4",225.227,12,45,1983,TRUE,FALSE,FALSE,TRUE
"Tay-K","The Race","No",TRUE,0.766,0.606,9,-6.064,"1",0.456,0.00266,0,0.166,0.352,160.223,"4",140,20,44,2017,TRUE,FALSE,TRUE,TRUE
"Chloe x Halle","Do It","No",FALSE,0.725,0.668,5,-7.286,"0",0.055,0.0932,2.33e-06,0.112,0.566,82.966,"4",176.787,11,63,2020,FALSE,TRUE,TRUE,TRUE
"Bobby Bare","Daddy What If","No",FALSE,0.542,0.24,9,-16.607,"1",0.0373,0.88,0.00664,0.962,0.532,93.748,"4",160.8,8,41,1974,TRUE,FALSE,FALSE,FALSE
"Survivor","First Night","No",FALSE,0.503,0.859,9,-9.873,"1",0.0554,0.113,0,0.049,0.367,153.99,"4",259.6,9,53,1985,FALSE,FALSE,TRUE,TRUE
"Survivor","Across the Miles","No",FALSE,0.58,0.36,0,-12.035,"1",0.0281,0.625,0.000107,0.0995,0.297,120.195,"4",351.533,6,74,1989,TRUE,FALSE,FALSE,FALSE
"Survivor","Caught in the Game","No",FALSE,0.672,0.727,11,-9.305,"0",0.0283,0.0941,8.43e-05,0.188,0.685,130.889,"4",286.827,5,77,1983,FALSE,FALSE,FALSE,TRUE
"Survivor","Didn't Know It Was Love","No",FALSE,0.609,0.744,2,-8.908,"1",0.0347,0.078,0,0.197,0.59,128.486,"4",263.933,10,61,1988,FALSE,FALSE,FALSE,TRUE
"Survivor","Summer Nights","No",FALSE,0.514,0.483,2,-10.448,"1",0.0328,0.166,0,0.0758,0.573,130.215,"4",249.333,8,62,1982,TRUE,TRUE,FALSE,FALSE
"Meat Loaf","I'm Gonna Love Her for Both of Us","No",FALSE,0.36,0.868,9,-9.085,"1",0.041,0.0709,0.000909,0.233,0.762,148.547,"4",426.733,3,84,1981,FALSE,FALSE,TRUE,TRUE
"Them","Gloria (feat. Van Morrison) - Mono Version","No",FALSE,0.64,0.941,9,-6.789,"1",0.0861,0.244,0.00698,0.149,0.606,128.444,"4",159.093,7,71,1965,FALSE,TRUE,FALSE,FALSE
"Them","Here Comes the Night (feat. Van Morrison)","No",FALSE,0.637,0.58,4,-9.417,"1",0.0278,0.436,0.00016999999999999,0.16,0.96,99.247,"4",167.347,10,24,1965,FALSE,TRUE,TRUE,FALSE
"Them","Mystic Eyes (feat. Van Morrison) - Mono Version","No",FALSE,0.415,0.835,2,-7.364,"1",0.0692,9.81e-05,0.323,0.0787,0.472,121.332,"4",163.427,8,33,1965,FALSE,FALSE,FALSE,TRUE
"Wilson Pickett","Mustang Sally","No",FALSE,0.725,0.327,0,-17.714,"1",0.0387,0.113,0.326,0.214,0.688,110.438,"4",187.76,9,23,1966,TRUE,FALSE,FALSE,TRUE
"Wilson Pickett","Everybody Needs Somebody to Love","No",FALSE,0.526,0.561,9,-13.849,"1",0.0891,0.11,0.000118,0.0888,0.833,189.851,"4",137.24,7,29,1967,TRUE,FALSE,FALSE,FALSE
"Madonna","Celebration - Benny Benassi Remix Edit","No",FALSE,0.63,0.763,1,-3.771,"0",0.0311,0.024,0.000814,0.0847,0.178,128.964,"4",238.733,1,71,2009,FALSE,FALSE,TRUE,FALSE
"Elvis Presley","Almost In Love","No",FALSE,0.371,0.25,5,-15.14,"0",0.0314,0.842,0.0063,0.115,0.335,103.235,"4",174.96,2,95,1968,FALSE,FALSE,TRUE,TRUE
"Elvis Presley","Long Legged Girl (With the Short Dress On)","No",FALSE,0.647,0.761,4,-9.571,"0",0.0505,0.398,0,0.345,0.961,107.059,"4",88.573,5,63,1967,FALSE,TRUE,FALSE,FALSE
"Elvis Presley","Rubberneckin'","No",FALSE,0.623,0.613,10,-10.099,"1",0.0698,0.231,0,0.12,0.918,144.334,"4",133.813,2,94,2003,FALSE,FALSE,TRUE,TRUE
"Elvis Presley","U.S. Male","No",FALSE,0.608,0.73,6,-13.118,"1",0.0459,0.431,5.57e-05,0.139,0.895,105.303,"4",162.453,9,28,1968,TRUE,TRUE,FALSE,FALSE
"Elvis Presley","Stay Away","No",FALSE,0.484,0.491,0,-13.286,"0",0.0418,0.28,5e-04,0.176,0.725,125.308,"4",142.747,5,67,1968,TRUE,TRUE,FALSE,FALSE
"Cyndi Lauper","Hey Now (Girls Just Want to Have Fun)","No",FALSE,0.78,0.755,6,-5.604,"1",0.0392,0.0461,0.00875,0.383,0.862,101.557,"4",232.907,5,87,1995,FALSE,FALSE,TRUE,TRUE
"Chet Atkins","Yakety Axe","No",FALSE,0.735,0.548,9,-14.417,"1",0.0298,0.696,0.00773,0.0419,0.877,97.3,"4",204.16,2,98,1965,FALSE,FALSE,TRUE,FALSE
"Dillon Francis","Get Low","No",FALSE,0.674,0.932,11,-4.424,"0",0.0859,0.0282,0.71,0.684,0.728,101.033,"4",212.773,9,61,2015,FALSE,TRUE,FALSE,FALSE
"Little Sister","You're the One (Pts. 1 & 2)","No",FALSE,0.82,0.785,5,-7.638,"0",0.0963,0.405,0.0143,0.153,0.851,111.451,"4",325.107,11,22,1970,TRUE,TRUE,FALSE,FALSE
"Little Sister","Somebody's Watching You (Full Band Version)","No",FALSE,0.757,0.747,2,-7.227,"1",0.0447,0.152,0,0.124,0.824,112.617,"4",231.4,13,32,1970,TRUE,FALSE,FALSE,TRUE
"Jeff Bates","The Love Song","No",FALSE,0.519,0.458,8,-6.433,"1",0.0296,0.317,0,0.106,0.362,130.02,"4",245.2,12,59,2003,FALSE,TRUE,TRUE,FALSE
"Starship","Wild Again (O.S.T.)","No",FALSE,0.6,0.853,3,-12.645,"1",0.0352,0.0151,9.46e-05,0.0669,0.693,140.249,"4",283.4,8,73,1988,TRUE,FALSE,FALSE,TRUE
"The Fabulous Thunderbirds","Powerful Stuff (O.S.T.)","No",FALSE,0.545,0.67,7,-12.696,"1",0.0336,0.00902,0.0202,0.107,0.714,142.546,"4",286.053,7,65,1988,FALSE,FALSE,TRUE,TRUE
"The Georgia Satellites","Hippy Hippy Shake","No",FALSE,0.294,0.76,4,-11.869,"1",0.0395,0.00183999999999999,2.85e-06,0.13,0.894,142.966,"4",105.88,14,45,1988,TRUE,FALSE,FALSE,TRUE
"The Beach Boys","Kokomo - 1995 Remaster","No",FALSE,0.701,0.759,0,-6.747,"1",0.0286,0.0209,0,0.0902,0.929,115.586,"4",216.093,28,1,1988,TRUE,FALSE,TRUE,TRUE
"Jerry Reed","Ko-Ko Joe","No",FALSE,0.723,0.868,9,-7.451,"1",0.0427,0.415,2.62e-06,0.309,0.837,102.836,"4",152.733,6,51,1971,FALSE,FALSE,TRUE,TRUE
"Jerry Reed","Lord, Mr. Ford","No",FALSE,0.743,0.812,6,-10.379,"1",0.0635,0.664,3.84e-06,0.216,0.795,118.378,"4",197.027,7,68,1973,FALSE,FALSE,TRUE,FALSE
"Jerry Reed","The Crude Oil Blues","No",FALSE,0.704,0.753,4,-12.507,"1",0.0928,0.284,0.00454,0.0826,0.96,170.045,"4",153.293,5,91,1974,TRUE,FALSE,FALSE,FALSE
"Jerry Reed","Another Puff","No",FALSE,0.726,0.441,0,-16.405,"1",0.0945,0.955,0.2,0.096,0.685,86.717,"4",245.24,5,65,1972,TRUE,FALSE,FALSE,FALSE
"The Corrs","Runaway","No",FALSE,0.436,0.585,5,-6.984,"1",0.0269,0.635,0,0.316,0.435,152.031,"3",227.947,11,68,1995,FALSE,FALSE,FALSE,TRUE
"Nickelback","How You Remind Me","No",FALSE,0.446,0.764,10,-5.042,"1",0.033,0.00135,0,0.099,0.543,172.094,"4",223.84,49,1,2001,TRUE,TRUE,TRUE,TRUE
"Nickelback","Too Bad","No",FALSE,0.598,0.808,10,-5.209,"1",0.0388,0.00303999999999999,0,0.147,0.288,128.025,"4",232.24,20,42,2002,TRUE,TRUE,TRUE,FALSE
"PnB Rock","MIDDLE CHILD","No",TRUE,0.75,0.567,0,-6.4,"1",0.48,0.137,0,0.109,0.398,151.895,"4",151.574,1,91,2019,FALSE,TRUE,FALSE,FALSE
"Canned Heat","Time Was - Live","No",FALSE,0.229,0.738,7,-7.477,"1",0.0515,0.0593,0.436,0.95,0.538,182.535,"4",192.387,5,67,1969,TRUE,TRUE,FALSE,FALSE
"James Otto","Just Got Started Lovin' You","No",FALSE,0.705,0.606,7,-7.047,"1",0.0243,0.159,0.00149,0.242,0.876,98.001,"4",234.64,20,27,2008,TRUE,TRUE,TRUE,FALSE
"a-ha","Take on Me - Symphonic Version","No",FALSE,0.477,0.869,6,-6.352,"0",0.112,0.000833,0.00297,0.0792,0.827,169.193,"4",231.845,27,1,1985,TRUE,FALSE,TRUE,TRUE
"Howard Jones","What Is Love? - Symphonic Version","No",FALSE,0.506,0.846,0,-6.277,"0",0.0478,0.208,0,0.0811,0.555,96.732,"4",227.147,13,33,1984,FALSE,TRUE,TRUE,FALSE
"Tina Turner","What's Love Got to Do with It - Symphonic Version","No",FALSE,0.615,0.746,1,-4.846,"1",0.0332,0.265,0,0.0957,0.562,98.025,"4",256.721,28,1,1984,FALSE,TRUE,TRUE,TRUE
"Simply Red","Holding Back the Years - Symphonic Version","No",FALSE,0.53,0.606,9,-7.356,"0",0.028,0.423,0,0.231,0.467,89.98,"4",274.79,23,1,1986,FALSE,TRUE,TRUE,FALSE
"Chicago","Hard Habit to Break","No",FALSE,0.494,0.639,1,-6.178,"0",0.0302,0.0873,0,0.0673,0.322,81.111,"4",299.336,25,3,1984,TRUE,FALSE,TRUE,TRUE
"Roxette","It Must Have Been Love - Symphonic Version","No",FALSE,0.32,0.528,5,-6.182,"1",0.026,0.0545,3.47e-05,0.093,0.459,78.837,"4",273.744,25,1,1990,FALSE,TRUE,TRUE,FALSE
"Foreigner","I Want to Know What Love Is","No",FALSE,0.256,0.591,3,-7.344,"0",0.0324,0.0604,0,0.0939,0.361,81.268,"4",291.003,21,1,1984,TRUE,TRUE,FALSE,TRUE
"The Cars","Drive - Symphonic Version","No",FALSE,0.241,0.356,6,-7.782,"1",0.0298,0.203,0.00197,0.107,0.0728,110.968,"5",237.971,19,3,1984,FALSE,FALSE,TRUE,TRUE
"Justin Timberlake","Like I Love You","No",FALSE,0.853,0.811,6,-4.926,"0",0.0646,0.0439,0.000304,0.0703,0.901,114.961,"4",283.627,20,11,2002,TRUE,FALSE,TRUE,TRUE
"Justin Timberlake","Rock Your Body","No",FALSE,0.891,0.714,4,-6.055,"0",0.14,0.202,0.000234,0.0521,0.818,100.972,"4",267.267,22,5,2003,TRUE,TRUE,TRUE,FALSE
"Usher","I Don't Mind (feat. Juicy J)","No",TRUE,0.87,0.464,4,-8.337,"1",0.178,0.205,0,0.0902,0.457,112.974,"4",251.989,23,11,2014,TRUE,TRUE,FALSE,TRUE
"Frankie J","How To Deal (Como Aceptar) - Spanish","No",FALSE,0.74,0.6,2,-6.205,"1",0.0323,0.104,0,0.138,0.747,126.08,"4",231.773,19,39,2005,FALSE,TRUE,TRUE,TRUE
"Frankie J","More Than Words - Spanish (Mucho Mas)","No",FALSE,0.708,0.44,7,-7.501,"1",0.027,0.372,0,0.359,0.46,100.022,"4",243.133,18,25,2005,TRUE,FALSE,TRUE,TRUE
"DMX","Stop Being Greedy","No",TRUE,0.392,0.863,1,-7.403,"1",0.843,0.0775,0,0.908,0.349,174.043,"1",140.493,6,79,1998,FALSE,FALSE,TRUE,FALSE
"Jewel","Down So Long","No",TRUE,0.344,0.744,9,-7.154,"0",0.0672,0.149,0.000146,0.994,0.458,153.501,"4",339.84,6,59,1999,FALSE,TRUE,FALSE,FALSE
"Sheryl Crow","If It Makes You Happy","No",TRUE,0.395,0.852,7,-6.832,"1",0.0314,0.00014099999999999,0.00564,0.982,0.347,100.289,"4",328.96,27,10,1996,TRUE,FALSE,TRUE,TRUE
"Los Lobos","La Bamba","No",FALSE,0.506,0.764,0,-12.239,"1",0.046,0.144,0.00025,0.247,0.868,156.336,"4",174.187,21,1,1987,FALSE,TRUE,TRUE,TRUE
"Alanis Morissette","Everything","No",FALSE,0.489,0.729,10,-6.046,"1",0.0316,0.126,9.54e-05,0.133,0.339,144.041,"4",273.893,9,76,2004,FALSE,TRUE,TRUE,FALSE
"Alanis Morissette","Ironic","No",FALSE,0.456,0.635,11,-5.731,"1",0.0573,0.245,0,0.194,0.293,170.652,"4",228.573,32,4,1996,TRUE,TRUE,TRUE,TRUE
"Alanis Morissette","Hands Clean","No",FALSE,0.506,0.806,7,-4.775,"1",0.0293,0.00187,1.76e-06,0.52,0.49,100.115,"4",272.467,20,23,2002,TRUE,TRUE,FALSE,FALSE
"KONGOS","Come with Me Now","No",FALSE,0.654,0.726,10,-3.803,"0",0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,"4",211.96,21,31,2014,FALSE,TRUE,TRUE,FALSE
"Tim McGraw","My Old Friend","No",FALSE,0.463,0.819,4,-7.662,"1",0.0357,0.212,0.000268,0.0599,0.591,183.998,"4",217.067,13,79,2005,TRUE,FALSE,FALSE,TRUE
"Tim McGraw","When The Stars Go Blue","No",FALSE,0.445,0.682,10,-6.686,"1",0.0289,0.357,7.28e-06,0.109,0.631,181.64,"4",235.28,20,37,2006,FALSE,TRUE,TRUE,FALSE
"Tim McGraw","She's My Kind Of Rain","No",FALSE,0.472,0.588,0,-8.374,"1",0.0254,0.13,0,0.151,0.314,75.999,"4",255.973,20,27,2003,TRUE,TRUE,TRUE,FALSE
"Scandal","The Warrior (feat. Patty Smyth)","No",FALSE,0.606,0.777,2,-11.034,"1",0.0347,0.089,0,0.321,0.859,123.077,"4",240.827,21,7,1984,FALSE,TRUE,TRUE,TRUE
"Scandal","Hands Tied","No",FALSE,0.577,0.738,7,-11.426,"1",0.0473,0.0283,0,0.0495,0.537,119.74,"4",246.8,13,41,1984,TRUE,FALSE,FALSE,TRUE
"Hi-Five","I Like The Way","No",FALSE,0.724,0.692,1,-5.109,"1",0.0333,0.0595,0.0108,0.0316,0.732,104.086,"4",350.267,23,1,1991,TRUE,TRUE,TRUE,FALSE
"Hi-Five","She's Playing Hard To Get","No",FALSE,0.525,0.811,1,-6.148,"1",0.0602,0.00847,0,0.266,0.751,199.977,"4",276.573,20,5,1992,FALSE,FALSE,TRUE,TRUE
"Hi-Five","I Can't Wait Another Minute","No",FALSE,0.625,0.644,8,-8.801,"1",0.0287,0.357,0,0.102,0.638,147.435,"4",301.64,21,8,1991,FALSE,TRUE,TRUE,TRUE
"Hi-Five","Quality Time","No",FALSE,0.644,0.674,6,-6.998,"1",0.0345,0.0761,0,0.0659,0.656,155.907,"4",283.067,17,38,1992,TRUE,FALSE,FALSE,TRUE
"Electric Light Orchestra","Mr. Blue Sky","No",FALSE,0.522,0.343,10,-9.539,"1",0.0277,0.612,5.91e-06,0.216,0.46,89.208,"4",302.08,12,35,1978,FALSE,TRUE,TRUE,FALSE
"Electric Light Orchestra","Evil Woman","No",FALSE,0.694,0.631,9,-7.575,"0",0.0284,0.436,5.74e-05,0.487,0.885,119.626,"4",251.68,17,10,1975,TRUE,FALSE,FALSE,TRUE
"Electric Light Orchestra","Don't Bring Me Down","No",FALSE,0.64,0.878,2,-6.481,"1",0.0335,0.17,0.00023199999999999,0.0632,0.795,115.7,"4",243.573,15,4,1979,FALSE,FALSE,TRUE,TRUE
"Electric Light Orchestra","Sweet Talkin' Woman","No",FALSE,0.613,0.604,0,-9.22,"1",0.03,0.55,0,0.105,0.9,121.833,"4",227.707,16,17,1978,TRUE,TRUE,FALSE,FALSE
"Electric Light Orchestra","Shine a Little Love","No",FALSE,0.714,0.689,7,-8.505,"1",0.028,0.145,0.00634,0.318,0.95,133.183,"4",251.467,15,8,1979,FALSE,TRUE,TRUE,FALSE
"Electric Light Orchestra","Turn to Stone","No",FALSE,0.546,0.722,1,-9.778,"0",0.042,0.0697,0.000185,0.196,0.452,140.945,"4",228.053,15,13,1977,TRUE,FALSE,FALSE,TRUE
"Electric Light Orchestra","Confusion","No",FALSE,0.699,0.573,0,-8.515,"1",0.0288,0.674,2.47e-05,0.104,0.78,111.269,"4",222,8,37,1979,FALSE,FALSE,FALSE,TRUE
"Electric Light Orchestra","Hold On Tight","No",FALSE,0.468,0.894,7,-7.673,"1",0.0667,0.101,1.2e-06,0.377,0.775,145.085,"4",186.507,19,10,1981,FALSE,FALSE,TRUE,TRUE
"Electric Light Orchestra","Livin' Thing","No",FALSE,0.545,0.64,0,-7.165,"1",0.0338,0.542,0,0.19,0.407,122.864,"4",211.653,18,13,1976,TRUE,FALSE,FALSE,TRUE
"Electric Light Orchestra","Telephone Line","No",FALSE,0.435,0.345,9,-8.685,"1",0.03,0.764,2.19e-05,0.0965,0.229,71.811,"4",279.813,23,7,1977,FALSE,TRUE,TRUE,TRUE
"Electric Light Orchestra","All Over the World","No",FALSE,0.658,0.777,2,-6.479,"1",0.0377,0.544,2.13e-06,0.357,0.775,123.76,"4",243.24,16,13,1980,FALSE,FALSE,TRUE,TRUE
"Electric Light Orchestra","Showdown","No",FALSE,0.717,0.583,0,-8.936,"0",0.0329,0.595,0.000143,0.139,0.962,113.261,"4",248.8,18,53,1973,TRUE,FALSE,TRUE,TRUE
"Electric Light Orchestra","Strange Magic","No",FALSE,0.441,0.444,9,-10.434,"0",0.0266,0.724,8.17e-06,0.15,0.363,95.11,"4",247.747,14,14,1976,TRUE,TRUE,FALSE,FALSE
"Electric Light Orchestra","Rock 'N' Roll Is King","No",FALSE,0.4,0.813,9,-8.832,"1",0.0871,0.366,0,0.227,0.879,160.248,"4",187.787,13,19,1983,FALSE,TRUE,TRUE,FALSE
"Restless Heart","I'll Still Be Loving You","No",FALSE,0.539,0.275,8,-13.326,"1",0.0286,0.73,0,0.105,0.259,168.577,"4",256.333,18,33,1987,FALSE,TRUE,TRUE,FALSE
"Eddie Vedder","My City Of Ruins (Benefiting Artists For Peace And Justice Haiti Relief) [Live From The Kennedy Center Honors]","No",FALSE,0.448,0.322,2,-12.683,"1",0.0428,0.772,0,0.947,0.331,82.239,"4",241.643,1,92,2010,TRUE,FALSE,FALSE,FALSE
"One Direction","Drag Me Down","No",FALSE,0.73,0.703,0,-5.672,"0",0.0369,0.109,0,0.0657,0.595,138.113,"4",192.12,20,3,2015,TRUE,FALSE,TRUE,TRUE
"One Direction","Perfect","No",FALSE,0.647,0.823,2,-5.231,"1",0.0762,0.0598,0,0.119,0.396,99.933,"4",230.333,20,10,2015,TRUE,FALSE,FALSE,TRUE
"One Direction","Infinity","No",FALSE,0.537,0.705,4,-6.073,"1",0.0337,0.0687,0,0.0842,0.32,131.965,"4",249.48,2,54,2015,FALSE,FALSE,FALSE,TRUE
